,fid,text_title,event_id,start_page_event,page_event_number,text_place_title,character_id,family_name,given_name,page_first_mentioned,number,religion,relig_att_char,country_of_birth,place_name,location_religion,relig_att_loc,geolocation,location_name,location_country,author_birth_location,country_of_birth_author,text_place_id,location_id,author_id,author_birth_place_id,full_name,event_order,initial_country,final_country,initial_place,final_place,has_changed,has_immigrated
1141,1142,The Dog of Titwal,5098,27,1,Titwal in The Dog of Titwal,3478.0,Pakistani Soldier - 1,Unknown,23.0,Group.Male-dominant,Muslim,Other-identified.Character other-attributed,,Titwal,Hindu,Speculation,TRUE,Titwal,India,Ludhiana,British India,3471,3470,3156,3157,Pakistani Soldier - 1 Unknown,27.01,India,India,Titwal,Titwal,False,False
1142,1143,A Woman's Integrity,5099,137,3,Tarlahi village in A Woman's Integrity,4886.0,Singh,Sampooran,137.0,Single,Sikh,Nominal,,Tarlahi village,Sikh|Hindu,Other-identified.Narrator other-attributed,CREATED,Tarlahi village,Pakistan,Delhi,British India,4888,4891,3152,3108,Singh Sampooran,137.03,Pakistan,Pakistan,Tarlahi village,Tarlahi village,False,False
1143,1144,A Woman's Integrity,5104,138,2,Tarlahi village in A Woman's Integrity,4886.0,Singh,Sampooran,137.0,Single,Sikh,Nominal,,Tarlahi village,Sikh|Hindu,Other-identified.Narrator other-attributed,CREATED,Tarlahi village,Pakistan,Delhi,British India,4888,4891,3152,3108,Singh Sampooran,138.02,Pakistan,Pakistan,Tarlahi village,Tarlahi village,False,False
1144,1145,A Woman's Integrity,5108,139,2,Tarlahi village in A Woman's Integrity,5105.0,Mohammad,Noor,138.0,Single,Muslim,Nominal,,Tarlahi village,Sikh|Hindu,Other-identified.Narrator other-attributed,CREATED,Tarlahi village,Pakistan,Delhi,British India,4888,4891,3152,3108,Mohammad Noor,139.02,Pakistan,Pakistan,Tarlahi village,Tarlahi village,False,False
1145,1146,A Woman's Integrity,5111,139,3,Tarlahi village in A Woman's Integrity,5109.0,Mohammad,Sayida,139.0,Single,Muslim,Speculation,,Tarlahi village,Sikh|Hindu,Other-identified.Narrator other-attributed,CREATED,Tarlahi village,Pakistan,Delhi,British India,4888,4891,3152,3108,Mohammad Sayida,139.03,Pakistan,Pakistan,Tarlahi village,Tarlahi village,False,False
1146,1147,A Woman's Integrity,5112,139,4,Tarlahi village in A Woman's Integrity,5109.0,Mohammad,Sayida,139.0,Single,Muslim,Speculation,,Tarlahi village,Sikh|Hindu,Other-identified.Narrator other-attributed,CREATED,Tarlahi village,Pakistan,Delhi,British India,4888,4891,3152,3108,Mohammad Sayida,139.04,Pakistan,Pakistan,Tarlahi village,Tarlahi village,False,False
1147,1148,A Woman's Integrity,5112,139,4,Tarlahi village in A Woman's Integrity,5113.0,Mother of Sayida,Zainab,139.0,Single,Muslim,Speculation,,Tarlahi village,Sikh|Hindu,Other-identified.Narrator other-attributed,CREATED,Tarlahi village,Pakistan,Delhi,British India,4888,4891,3152,3108,Mother of Sayida Zainab,139.04,Pakistan,Pakistan,Tarlahi village,Tarlahi village,False,False
1148,1149,A Woman's Integrity,5116,140,2,Tarlahi village in A Woman's Integrity,5105.0,Mohammad,Noor,138.0,Single,Muslim,Nominal,,Tarlahi village,Sikh|Hindu,Other-identified.Narrator other-attributed,CREATED,Tarlahi village,Pakistan,Delhi,British India,4888,4891,3152,3108,Mohammad Noor,140.02,Pakistan,Pakistan,Tarlahi village,Tarlahi village,False,False
1149,1150,A Woman's Integrity,5117,140,3,Tarlahi village in A Woman's Integrity,5107.0,Thieves and murderers,Unknown,138.0,Mob,Muslim,Speculation,,Tarlahi village,Sikh|Hindu,Other-identified.Narrator other-attributed,CREATED,Tarlahi village,Pakistan,Delhi,British India,4888,4891,3152,3108,Thieves and murderers Unknown,140.03,Pakistan,Pakistan,Tarlahi village,Tarlahi village,False,False
1150,1151,A Woman's Integrity,5117,140,3,Tarlahi village in A Woman's Integrity,5105.0,Mohammad,Noor,138.0,Single,Muslim,Nominal,,Tarlahi village,Sikh|Hindu,Other-identified.Narrator other-attributed,CREATED,Tarlahi village,Pakistan,Delhi,British India,4888,4891,3152,3108,Mohammad Noor,140.03,Pakistan,Pakistan,Tarlahi village,Tarlahi village,False,False
1151,1152,A Woman's Integrity,5117,140,3,Tarlahi village in A Woman's Integrity,4886.0,Singh,Sampooran,137.0,Single,Sikh,Nominal,,Tarlahi village,Sikh|Hindu,Other-identified.Narrator other-attributed,CREATED,Tarlahi village,Pakistan,Delhi,British India,4888,4891,3152,3108,Singh Sampooran,140.03,Pakistan,Pakistan,Tarlahi village,Tarlahi village,False,False
1152,1153,A Woman's Integrity,5118,141,2,Tarlahi village in A Woman's Integrity,5105.0,Mohammad,Noor,138.0,Single,Muslim,Nominal,,Tarlahi village,Sikh|Hindu,Other-identified.Narrator other-attributed,CREATED,Tarlahi village,Pakistan,Delhi,British India,4888,4891,3152,3108,Mohammad Noor,141.02,Pakistan,Pakistan,Tarlahi village,Tarlahi village,False,False
1153,1154,A Woman's Integrity,5119,142,1,Tarlahi village in A Woman's Integrity,5105.0,Mohammad,Noor,138.0,Single,Muslim,Nominal,,Tarlahi village,Sikh|Hindu,Other-identified.Narrator other-attributed,CREATED,Tarlahi village,Pakistan,Delhi,British India,4888,4891,3152,3108,Mohammad Noor,142.01,Pakistan,Pakistan,Tarlahi village,Tarlahi village,False,False
1154,1155,A Woman's Integrity,5119,142,1,Tarlahi village in A Woman's Integrity,4886.0,Singh,Sampooran,137.0,Single,Sikh,Nominal,,Tarlahi village,Sikh|Hindu,Other-identified.Narrator other-attributed,CREATED,Tarlahi village,Pakistan,Delhi,British India,4888,4891,3152,3108,Singh Sampooran,142.01,Pakistan,Pakistan,Tarlahi village,Tarlahi village,False,False
1155,1156,A Woman's Integrity,5120,142,2,Tarlahi village in A Woman's Integrity,5105.0,Mohammad,Noor,138.0,Single,Muslim,Nominal,,Tarlahi village,Sikh|Hindu,Other-identified.Narrator other-attributed,CREATED,Tarlahi village,Pakistan,Delhi,British India,4888,4891,3152,3108,Mohammad Noor,142.02,Pakistan,Pakistan,Tarlahi village,Tarlahi village,False,False
1156,1157,A Woman's Integrity,5121,142,3,Tarlahi village in A Woman's Integrity,5105.0,Mohammad,Noor,138.0,Single,Muslim,Nominal,,Tarlahi village,Sikh|Hindu,Other-identified.Narrator other-attributed,CREATED,Tarlahi village,Pakistan,Delhi,British India,4888,4891,3152,3108,Mohammad Noor,142.03,Pakistan,Pakistan,Tarlahi village,Tarlahi village,False,False
1157,1158,A Woman's Integrity,5121,142,3,Tarlahi village in A Woman's Integrity,5109.0,Mohammad,Sayida,139.0,Single,Muslim,Speculation,,Tarlahi village,Sikh|Hindu,Other-identified.Narrator other-attributed,CREATED,Tarlahi village,Pakistan,Delhi,British India,4888,4891,3152,3108,Mohammad Sayida,142.03,Pakistan,Pakistan,Tarlahi village,Tarlahi village,False,False
1158,1159,A Woman's Integrity,5122,143,2,Tarlahi village in A Woman's Integrity,5105.0,Mohammad,Noor,138.0,Single,Muslim,Nominal,,Tarlahi village,Sikh|Hindu,Other-identified.Narrator other-attributed,CREATED,Tarlahi village,Pakistan,Delhi,British India,4888,4891,3152,3108,Mohammad Noor,143.02,Pakistan,Pakistan,Tarlahi village,Tarlahi village,False,False
1159,1160,A New Taj Mahal,5130,25,1,Rawalpindi Train Station in A New Taj Mahal,3172.0,Narrator,Unknown,25.0,Single,Unknown,,,Rawalpindi Train Station,Muslim,,CREATED,Rawalpindi Train Station,Pakistan,Delhi,British India,3174,3175,3152,3108,Narrator Unknown,25.01,Pakistan,Pakistan,Rawalpindi Train Station,Rawalpindi,False,False
1162,1163,The Dutiful Daughter,5137,74,3,Jullandar in The Dutiful Daughter,3524.0,Manto,Saadat Hasan,73.0,Single,Unaffiliated,Self-identified,Pakistan,Jullandar,Unknown,,TRUE,Jullandar,India,Ludhiana,British India,3750,3071,3156,3157,Manto Saadat Hasan,74.03,India,India,Jullandar,Farid Chowk -Amritsar,False,False
1164,1165,The Dutiful Daughter,5139,74,4,Jullandar in The Dutiful Daughter,3524.0,Manto,Saadat Hasan,73.0,Single,Unaffiliated,Self-identified,Pakistan,Jullandar,Unknown,,TRUE,Jullandar,India,Ludhiana,British India,3750,3071,3156,3157,Manto Saadat Hasan,74.04,India,India,Jullandar,Farid Chowk -Amritsar,False,False
1165,1166,The Dutiful Daughter,5139,74,4,Jullandar in The Dutiful Daughter,3528.0,Liaison Officer,Unknown,73.0,Single,Muslim,Other-identified.Character other-attributed,,Jullandar,Unknown,,TRUE,Jullandar,India,Ludhiana,British India,3750,3071,3156,3157,Liaison Officer Unknown,74.04,India,India,Jullandar,Farid Chowk -Amritsar,False,False
1166,1167,The Dutiful Daughter,5140,74,5,Jullandar in The Dutiful Daughter,3528.0,Liaison Officer,Unknown,73.0,Single,Muslim,Other-identified.Character other-attributed,,Jullandar,Unknown,,TRUE,Jullandar,India,Ludhiana,British India,3750,3071,3156,3157,Liaison Officer Unknown,74.05,India,India,Jullandar,Farid Chowk -Amritsar,False,False
1167,1168,The Dutiful Daughter,5140,74,5,Jullandar in The Dutiful Daughter,3530.0,Old Woman,Unknown,74.0,Single,Muslim,Other-identified.Character other-attributed,,Jullandar,Unknown,,TRUE,Jullandar,India,Ludhiana,British India,3750,3071,3156,3157,Old Woman Unknown,74.05,India,India,Jullandar,Farid Chowk -Amritsar,False,False
1168,1169,A New Taj Mahal,5145,25,3,Amritsar in A New Taj Mahal,3247.0,151 passengers,Unknowns,25.0,Mob,Unknown,,,Amritsar,Sikh,,CREATED,Amritsar,India,Delhi,British India,5141,3543,3152,3108,151 passengers Unknowns,25.03,India,India,Amritsar,Amritsar,False,False
1169,1170,A New Taj Mahal,5145,25,3,Amritsar in A New Taj Mahal,3254.0,crowd,unknown,25.0,Mob,Unknown,,,Amritsar,Sikh,,CREATED,Amritsar,India,Delhi,British India,5141,3543,3152,3108,crowd unknown,25.03,India,India,Amritsar,Amritsar,False,False
1170,1171,A New Taj Mahal,5145,25,3,Amritsar in A New Taj Mahal,3172.0,Narrator,Unknown,25.0,Single,Unknown,,,Amritsar,Sikh,,CREATED,Amritsar,India,Delhi,British India,5141,3543,3152,3108,Narrator Unknown,25.03,Pakistan,Pakistan,Rawalpindi Train Station,Rawalpindi,True,False
1171,1172,A New Taj Mahal,5145,25,3,Amritsar in A New Taj Mahal,5378.0,Englishman,Unknown,25.0,Single,Christian,Speculation,,Amritsar,Sikh,,CREATED,Amritsar,India,Delhi,British India,5141,3543,3152,3108,Englishman Unknown,25.03,Pakistan,Pakistan,Rawalpindi Train Station,Rawalpindi,True,False
1172,1173,A New Taj Mahal,5146,26,1,Wagah in A New Taj Mahal,3172.0,Narrator,Unknown,25.0,Single,Unknown,,,Wagah,,,CREATED,Wagah Border,India,Delhi,British India,5149,3617,3152,3108,Narrator Unknown,26.01,Pakistan,Pakistan,Rawalpindi Train Station,Rawalpindi,True,False
1173,1174,The Dutiful Daughter,5147,75,1,Patiala in The Dutiful Daughter,3530.0,Old Woman,Unknown,74.0,Single,Muslim,Other-identified.Character other-attributed,,Patiala,Unknown,,TRUE,Patiala,India,Ludhiana,British India,3752,3542,3156,3157,Old Woman Unknown,75.01,India,India,Jullandar,Farid Chowk -Amritsar,False,False
1174,1175,The Dutiful Daughter,5147,75,1,Patiala in The Dutiful Daughter,4985.0,Unknown,Bhagbari,76.0,Single,Hindu,Speculation,India,Patiala,Unknown,,TRUE,Patiala,India,Ludhiana,British India,3752,3542,3156,3157,Unknown Bhagbari,75.01,India,India,Patiala,Farid Chowk -Amritsar,False,False
1175,1176,The Dutiful Daughter,5151,75,2,Patiala in The Dutiful Daughter,4985.0,Unknown,Bhagbari,76.0,Single,Hindu,Speculation,India,Patiala,Unknown,,TRUE,Patiala,India,Ludhiana,British India,3752,3542,3156,3157,Unknown Bhagbari,75.02,India,India,Patiala,Farid Chowk -Amritsar,False,False
1176,1177,The Dutiful Daughter,5151,75,2,Patiala in The Dutiful Daughter,4983.0,Volunteers,Unknown,73.0,Group.Male-dominant,Unaffiliated,Speculation,,Patiala,Unknown,,TRUE,Patiala,India,Ludhiana,British India,3752,3542,3156,3157,Volunteers Unknown,75.02,India,India,Patiala,Patiala,False,False
1177,1178,The Dutiful Daughter,5152,75,3,Patiala in The Dutiful Daughter,3530.0,Old Woman,Unknown,74.0,Single,Muslim,Other-identified.Character other-attributed,,Patiala,Unknown,,TRUE,Patiala,India,Ludhiana,British India,3752,3542,3156,3157,Old Woman Unknown,75.03,India,India,Jullandar,Farid Chowk -Amritsar,False,False
1178,1179,The Dutiful Daughter,5152,75,3,Patiala in The Dutiful Daughter,3528.0,Liaison Officer,Unknown,73.0,Single,Muslim,Other-identified.Character other-attributed,,Patiala,Unknown,,TRUE,Patiala,India,Ludhiana,British India,3752,3542,3156,3157,Liaison Officer Unknown,75.03,India,India,Jullandar,Farid Chowk -Amritsar,False,False
1179,1180,The Dutiful Daughter,5153,75,4,Patiala in The Dutiful Daughter,3528.0,Liaison Officer,Unknown,73.0,Single,Muslim,Other-identified.Character other-attributed,,Patiala,Unknown,,TRUE,Patiala,India,Ludhiana,British India,3752,3542,3156,3157,Liaison Officer Unknown,75.04,India,India,Jullandar,Farid Chowk -Amritsar,False,False
1180,1181,The Dutiful Daughter,5153,75,4,Patiala in The Dutiful Daughter,3530.0,Old Woman,Unknown,74.0,Single,Muslim,Other-identified.Character other-attributed,,Patiala,Unknown,,TRUE,Patiala,India,Ludhiana,British India,3752,3542,3156,3157,Old Woman Unknown,75.04,India,India,Jullandar,Farid Chowk -Amritsar,False,False
1181,1182,The Dutiful Daughter,5153,75,4,Patiala in The Dutiful Daughter,4985.0,Unknown,Bhagbari,76.0,Single,Hindu,Speculation,India,Patiala,Unknown,,TRUE,Patiala,India,Ludhiana,British India,3752,3542,3156,3157,Unknown Bhagbari,75.04,India,India,Patiala,Farid Chowk -Amritsar,False,False
1182,1183,A New Taj Mahal,5155,26,2,Wagah in A New Taj Mahal,3172.0,Narrator,Unknown,25.0,Single,Unknown,,,Wagah,,,CREATED,Wagah Border,India,Delhi,British India,5149,3617,3152,3108,Narrator Unknown,26.02,Pakistan,Pakistan,Rawalpindi Train Station,Rawalpindi,True,False
1183,1184,A New Taj Mahal,5155,26,2,Wagah in A New Taj Mahal,5378.0,Englishman,Unknown,25.0,Single,Christian,Speculation,,Wagah,,,CREATED,Wagah Border,India,Delhi,British India,5149,3617,3152,3108,Englishman Unknown,26.02,Pakistan,Pakistan,Rawalpindi Train Station,Rawalpindi,True,False
1184,1185,A New Taj Mahal,5158,26,3,Lahore in A New Taj Mahal,3308.0,Crowd,Lahore,26.0,Mob,Unknown,,,Lahore,,,CREATED,Lahore,Pakistan,Delhi,British India,5167,1348,3152,3108,Crowd Lahore,26.03,Pakistan,Pakistan,Lahore,Lahore,False,False
1185,1186,A New Taj Mahal,5158,26,3,Lahore in A New Taj Mahal,3172.0,Narrator,Unknown,25.0,Single,Unknown,,,Lahore,,,CREATED,Lahore,Pakistan,Delhi,British India,5167,1348,3152,3108,Narrator Unknown,26.03,Pakistan,Pakistan,Rawalpindi Train Station,Rawalpindi,False,False
1186,1187,A New Taj Mahal,5158,26,3,Lahore in A New Taj Mahal,5378.0,Englishman,Unknown,25.0,Single,Christian,Speculation,,Lahore,,,CREATED,Lahore,Pakistan,Delhi,British India,5167,1348,3152,3108,Englishman Unknown,26.03,Pakistan,Pakistan,Rawalpindi Train Station,Rawalpindi,False,False
1187,1188,The Dutiful Daughter,5162,76,3,Farid Chowk in The Dutiful Daughter,3530.0,Old Woman,Unknown,74.0,Single,Muslim,Other-identified.Character other-attributed,,Farid Chowk,Unknown,,TRUE,Farid Chowk -Amritsar,India,Ludhiana,British India,5170,4987,3156,3157,Old Woman Unknown,76.03,India,India,Jullandar,Farid Chowk -Amritsar,False,False
1188,1189,The Dutiful Daughter,5162,76,3,Farid Chowk in The Dutiful Daughter,3528.0,Liaison Officer,Unknown,73.0,Single,Muslim,Other-identified.Character other-attributed,,Farid Chowk,Unknown,,TRUE,Farid Chowk -Amritsar,India,Ludhiana,British India,5170,4987,3156,3157,Liaison Officer Unknown,76.03,India,India,Jullandar,Farid Chowk -Amritsar,False,False
1189,1190,The Dutiful Daughter,5163,76,4,Farid Chowk in The Dutiful Daughter,3530.0,Old Woman,Unknown,74.0,Single,Muslim,Other-identified.Character other-attributed,,Farid Chowk,Unknown,,TRUE,Farid Chowk -Amritsar,India,Ludhiana,British India,5170,4987,3156,3157,Old Woman Unknown,76.04,India,India,Jullandar,Farid Chowk -Amritsar,False,False
1190,1191,The Dutiful Daughter,5163,76,4,Farid Chowk in The Dutiful Daughter,3528.0,Liaison Officer,Unknown,73.0,Single,Muslim,Other-identified.Character other-attributed,,Farid Chowk,Unknown,,TRUE,Farid Chowk -Amritsar,India,Ludhiana,British India,5170,4987,3156,3157,Liaison Officer Unknown,76.04,India,India,Jullandar,Farid Chowk -Amritsar,False,False
1191,1192,The Dutiful Daughter,5163,76,4,Farid Chowk in The Dutiful Daughter,4986.0,Shopkeeper,Unknown,76.0,Single,Hindu,Speculation,,Farid Chowk,Unknown,,TRUE,Farid Chowk -Amritsar,India,Ludhiana,British India,5170,4987,3156,3157,Shopkeeper Unknown,76.04,India,India,Farid Chowk -Amritsar,Farid Chowk -Amritsar,False,False
1192,1193,The Dutiful Daughter,5163,76,4,Farid Chowk in The Dutiful Daughter,3521.0,Muslim Girl - 1,Unknown,74.0,Single,Muslim,Nominal,,Farid Chowk,Unknown,,TRUE,Farid Chowk -Amritsar,India,Ludhiana,British India,5170,4987,3156,3157,Muslim Girl - 1 Unknown,76.04,India,India,Farid Chowk -Amritsar,Farid Chowk -Amritsar,False,False
1193,1194,The Dutiful Daughter,5164,76,5,Farid Chowk in The Dutiful Daughter,3530.0,Old Woman,Unknown,74.0,Single,Muslim,Other-identified.Character other-attributed,,Farid Chowk,Unknown,,TRUE,Farid Chowk -Amritsar,India,Ludhiana,British India,5170,4987,3156,3157,Old Woman Unknown,76.05,India,India,Jullandar,Farid Chowk -Amritsar,False,False
1194,1195,The Dutiful Daughter,5164,76,5,Farid Chowk in The Dutiful Daughter,3528.0,Liaison Officer,Unknown,73.0,Single,Muslim,Other-identified.Character other-attributed,,Farid Chowk,Unknown,,TRUE,Farid Chowk -Amritsar,India,Ludhiana,British India,5170,4987,3156,3157,Liaison Officer Unknown,76.05,India,India,Jullandar,Farid Chowk -Amritsar,False,False
1195,1196,The Dutiful Daughter,5164,76,5,Farid Chowk in The Dutiful Daughter,4986.0,Shopkeeper,Unknown,76.0,Single,Hindu,Speculation,,Farid Chowk,Unknown,,TRUE,Farid Chowk -Amritsar,India,Ludhiana,British India,5170,4987,3156,3157,Shopkeeper Unknown,76.05,India,India,Farid Chowk -Amritsar,Farid Chowk -Amritsar,False,False
1196,1197,The Dutiful Daughter,5165,76,6,Farid Chowk in The Dutiful Daughter,3528.0,Liaison Officer,Unknown,73.0,Single,Muslim,Other-identified.Character other-attributed,,Farid Chowk,Unknown,,TRUE,Farid Chowk -Amritsar,India,Ludhiana,British India,5170,4987,3156,3157,Liaison Officer Unknown,76.06,India,India,Jullandar,Farid Chowk -Amritsar,False,False
1197,1198,The Dutiful Daughter,5165,76,6,Farid Chowk in The Dutiful Daughter,3531.0,Bhagbari's Husband,Unknown,76.0,Single,Sikh,Other-identified.Character other-attributed,India,Farid Chowk,Unknown,,TRUE,Farid Chowk -Amritsar,India,Ludhiana,British India,5170,4987,3156,3157,Bhagbari's Husband Unknown,76.06,India,India,Farid Chowk -Amritsar,Farid Chowk -Amritsar,False,False
1198,1199,The Dutiful Daughter,5165,76,6,Farid Chowk in The Dutiful Daughter,4985.0,Unknown,Bhagbari,76.0,Single,Hindu,Speculation,India,Farid Chowk,Unknown,,TRUE,Farid Chowk -Amritsar,India,Ludhiana,British India,5170,4987,3156,3157,Unknown Bhagbari,76.06,India,India,Patiala,Farid Chowk -Amritsar,False,False
1199,1200,The Dutiful Daughter,5166,77,1,Farid Chowk in The Dutiful Daughter,3531.0,Bhagbari's Husband,Unknown,76.0,Single,Sikh,Other-identified.Character other-attributed,India,Farid Chowk,Unknown,,TRUE,Farid Chowk -Amritsar,India,Ludhiana,British India,5170,4987,3156,3157,Bhagbari's Husband Unknown,77.01,India,India,Farid Chowk -Amritsar,Farid Chowk -Amritsar,False,False
1200,1201,The Dutiful Daughter,5166,77,1,Farid Chowk in The Dutiful Daughter,4985.0,Unknown,Bhagbari,76.0,Single,Hindu,Speculation,India,Farid Chowk,Unknown,,TRUE,Farid Chowk -Amritsar,India,Ludhiana,British India,5170,4987,3156,3157,Unknown Bhagbari,77.01,India,India,Patiala,Farid Chowk -Amritsar,False,False
1201,1202,A New Taj Mahal,5169,27,2,Rawalpindi in A New Taj Mahal,3312.0,Driver,Peshawari Tonga,27.0,Single,Unknown,,,Rawalpindi,,,CREATED,Rawalpindi,Pakistan,Delhi,British India,5172,33,3152,3108,Driver Peshawari Tonga,27.02,Pakistan,Pakistan,Rawalpindi,Rawalpindi,False,False
1202,1203,A New Taj Mahal,5169,27,2,Rawalpindi in A New Taj Mahal,3319.0,Hussain,Sabir,27.0,Single,Muslim,Nominal,,Rawalpindi,,,CREATED,Rawalpindi,Pakistan,Delhi,British India,5172,33,3152,3108,Hussain Sabir,27.02,Pakistan,Pakistan,Rawalpindi,Rawalpindi,False,False
1203,1204,The Dutiful Daughter,5171,77,2,Farid Chowk in The Dutiful Daughter,3530.0,Old Woman,Unknown,74.0,Single,Muslim,Other-identified.Character other-attributed,,Farid Chowk,Unknown,,TRUE,Farid Chowk -Amritsar,India,Ludhiana,British India,5170,4987,3156,3157,Old Woman Unknown,77.02,India,India,Jullandar,Farid Chowk -Amritsar,False,False
1204,1205,The Dutiful Daughter,5171,77,2,Farid Chowk in The Dutiful Daughter,3524.0,Manto,Saadat Hasan,73.0,Single,Unaffiliated,Self-identified,Pakistan,Farid Chowk,Unknown,,TRUE,Farid Chowk -Amritsar,India,Ludhiana,British India,5170,4987,3156,3157,Manto Saadat Hasan,77.02,India,India,Jullandar,Farid Chowk -Amritsar,False,False
1205,1206,The Dutiful Daughter,5173,77,3,Farid Chowk in The Dutiful Daughter,3530.0,Old Woman,Unknown,74.0,Single,Muslim,Other-identified.Character other-attributed,,Farid Chowk,Unknown,,TRUE,Farid Chowk -Amritsar,India,Ludhiana,British India,5170,4987,3156,3157,Old Woman Unknown,77.03,India,India,Jullandar,Farid Chowk -Amritsar,False,False
