fid,author_name,text_title,event_id,start_page_event,end_page_event,page_event_number,line,text_place_title,temporality,narrative_status,interaction,specific_interaction,violence,harmony,conflict,character_id,family_name,given_name,nickname,page_first_mentioned,gender,number,religion,relig_att_char,religious_conversion,vitality,cause_of_death,non-human,country_of_birth,presentmentioned,char_story_title,place_name,location_modality,location_religion,relig_att_loc,geolocation,ontology,location_name,mentioned,location_country,collection_id,collection_recordtitle,author_birth_location,gender_author,country_of_birth_author,birth_date,text_place_id,location_id,author_id,author_birth_place_id
"1265","Sarna, Mohinder Singh",Basant The Fool,"5239","49","49","2",Ramu cleans our dirty dishes,Delhi in Basant The Fool,NA,Narrated,NA,NA,NA,NA,NA,"4586",Sarna,Mohinder Singh,NA,"44",Male,Single,Sikh,Definitional,NA,NA,NA,NA,NA,Present,"Sarna, Mohinder Singh in Basant The Fool",Delhi,Geographical reference,Unaffiliated,NA,TRUE,NA,Delhi,TRUE,India,"3167","Sarna, Mohinder Singh - Savage Harvest",Delhi,Male,British India,NA,"4849","3108","3152","3108"
"1266","Manto, Saadat Hasan",A Girl from Delhi,"5240","96","96","2",Nasim Akhtar nearly fainted when she heard,Nasim Akhtar's kotha in A Girl from Delhi,NA,Narrated,NA,NA,NA,NA,NA,"4379",Akhtar,Nasim,NA,"94",Female,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Akhtar, Nasim in A Girl from Delhi",Nasim Akhtar's kotha,Liminal,Muslim,NA,CREATED,Invented,Garstin Bastion Road,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"4376","6811","3156","3157"
"1267","Manto, Saadat Hasan",A Girl from Delhi,"5241","96","96","3",Ustad Achhan Khan made gallant efforts,Nasim Akhtar's kotha in A Girl from Delhi,NA,Narrated,NA,NA,NA,NA,NA,"4658",Khan,Achhan,Ustaad,"94",Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Khan, Achhan in A Girl from Delhi",Nasim Akhtar's kotha,Liminal,Muslim,NA,CREATED,Invented,Garstin Bastion Road,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"4376","6811","3156","3157"
"1268","Manto, Saadat Hasan",A Girl from Delhi,"5241","96","96","3",Ustad Achhan Khan made gallant efforts,Nasim Akhtar's kotha in A Girl from Delhi,NA,Narrated,NA,NA,NA,NA,NA,"4379",Akhtar,Nasim,NA,"94",Female,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Akhtar, Nasim in A Girl from Delhi",Nasim Akhtar's kotha,Liminal,Muslim,NA,CREATED,Invented,Garstin Bastion Road,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"4376","6811","3156","3157"
"1269","Manto, Saadat Hasan",A Girl from Delhi,"5242","96","96","4","Finally her mother said, 'This is",Nasim Akhtar's kotha in A Girl from Delhi,NA,Narrated,NA,NA,NA,NA,NA,"4380",Mother of Nasim Akhtar,Unknown,Burri bai,"94",Female,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Mother of Nasim Akhtar, Unknown in A Girl from Delhi",Nasim Akhtar's kotha,Liminal,Muslim,NA,CREATED,Invented,Garstin Bastion Road,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"4376","6811","3156","3157"
"1270","Manto, Saadat Hasan",A Girl from Delhi,"5242","96","96","4","Finally her mother said, 'This is",Nasim Akhtar's kotha in A Girl from Delhi,NA,Narrated,NA,NA,NA,NA,NA,"4379",Akhtar,Nasim,NA,"94",Female,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Akhtar, Nasim in A Girl from Delhi",Nasim Akhtar's kotha,Liminal,Muslim,NA,CREATED,Invented,Garstin Bastion Road,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"4376","6811","3156","3157"
"1271","Manto, Saadat Hasan",A Girl from Delhi,"5243","96","96","5",Although that was the last thing,Nasim Akhtar's kotha in A Girl from Delhi,NA,Narrated,NA,NA,NA,NA,NA,"4379",Akhtar,Nasim,NA,"94",Female,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Akhtar, Nasim in A Girl from Delhi",Nasim Akhtar's kotha,Liminal,Muslim,NA,CREATED,Invented,Garstin Bastion Road,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"4376","6811","3156","3157"
"1272","Manto, Saadat Hasan",A Girl from Delhi,"5245","96","96","6",Finally she told her mother what had,Nasim Akhtar's kotha in A Girl from Delhi,NA,Narrated,NA,NA,NA,NA,Interpersonal,"4379",Akhtar,Nasim,NA,"94",Female,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Akhtar, Nasim in A Girl from Delhi",Nasim Akhtar's kotha,Liminal,Muslim,NA,CREATED,Invented,Garstin Bastion Road,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"4376","6811","3156","3157"
"1273","Manto, Saadat Hasan",A Girl from Delhi,"5245","96","96","6",Finally she told her mother what had,Nasim Akhtar's kotha in A Girl from Delhi,NA,Narrated,NA,NA,NA,NA,Interpersonal,"4380",Mother of Nasim Akhtar,Unknown,Burri bai,"94",Female,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Mother of Nasim Akhtar, Unknown in A Girl from Delhi",Nasim Akhtar's kotha,Liminal,Muslim,NA,CREATED,Invented,Garstin Bastion Road,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"4376","6811","3156","3157"
"1274","Manto, Saadat Hasan",A Girl from Delhi,"5246","96","96","7","Then she rose, walked to the balcony",Nasim Akhtar's kotha in A Girl from Delhi,NA,Narrated,NA,NA,NA,NA,NA,"4379",Akhtar,Nasim,NA,"94",Female,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Akhtar, Nasim in A Girl from Delhi",Nasim Akhtar's kotha,Liminal,Muslim,NA,CREATED,Invented,Garstin Bastion Road,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"4376","6811","3156","3157"
"1275","Manto, Saadat Hasan",A Girl from Delhi,"5246","96","96","7","Then she rose, walked to the balcony",Nasim Akhtar's kotha in A Girl from Delhi,NA,Narrated,NA,NA,NA,NA,NA,"4675",Men with guns,Unknown,NA,"96",Male,Group.Male-dominant,Unknown,NA,NA,NA,NA,NA,NA,Present,"Men with guns, Unknown in A Girl from Delhi",Nasim Akhtar's kotha,Liminal,Muslim,NA,CREATED,Invented,Garstin Bastion Road,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"4376","6811","3156","3157"
"1276","Manto, Saadat Hasan",A Girl from Delhi,"5247","96","97","8",She waved to Ustad Achhan Khan to come,Nasim Akhtar's kotha in A Girl from Delhi,NA,Narrated,NA,NA,NA,NA,NA,"4379",Akhtar,Nasim,NA,"94",Female,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Akhtar, Nasim in A Girl from Delhi",Nasim Akhtar's kotha,Liminal,Muslim,NA,CREATED,Invented,Garstin Bastion Road,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"4376","6811","3156","3157"
"1277","Manto, Saadat Hasan",A Girl from Delhi,"5247","96","97","8",She waved to Ustad Achhan Khan to come,Nasim Akhtar's kotha in A Girl from Delhi,NA,Narrated,NA,NA,NA,NA,NA,"4658",Khan,Achhan,Ustaad,"94",Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Khan, Achhan in A Girl from Delhi",Nasim Akhtar's kotha,Liminal,Muslim,NA,CREATED,Invented,Garstin Bastion Road,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"4376","6811","3156","3157"
"1278","Manto, Saadat Hasan",A Girl from Delhi,"5248","97","97","1",‘God only knows. They are coming towards the kotha,Nasim Akhtar's kotha in A Girl from Delhi,NA,Narrated,NA,NA,NA,NA,NA,"4658",Khan,Achhan,Ustaad,"94",Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Khan, Achhan in A Girl from Delhi",Nasim Akhtar's kotha,Liminal,Muslim,NA,CREATED,Invented,Garstin Bastion Road,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"4376","6811","3156","3157"
"1279","Manto, Saadat Hasan",A Girl from Delhi,"5248","97","97","1",‘God only knows. They are coming towards the kotha,Nasim Akhtar's kotha in A Girl from Delhi,NA,Narrated,NA,NA,NA,NA,NA,"4379",Akhtar,Nasim,NA,"94",Female,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Akhtar, Nasim in A Girl from Delhi",Nasim Akhtar's kotha,Liminal,Muslim,NA,CREATED,Invented,Garstin Bastion Road,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"4376","6811","3156","3157"
"1280","Manto, Saadat Hasan",A Girl from Delhi,"5249","97","97","2",Nasim Akhtar slunk out of the room.,Nasim Akhtar's kotha in A Girl from Delhi,NA,Narrated,NA,NA,NA,NA,NA,"4379",Akhtar,Nasim,NA,"94",Female,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Akhtar, Nasim in A Girl from Delhi",Nasim Akhtar's kotha,Liminal,Muslim,NA,CREATED,Invented,Garstin Bastion Road,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"4376","6811","3156","3157"
"1281","Manto, Saadat Hasan",A Girl from Delhi,"5249","97","97","2",Nasim Akhtar slunk out of the room.,Nasim Akhtar's kotha in A Girl from Delhi,NA,Narrated,NA,NA,NA,NA,NA,"4658",Khan,Achhan,Ustaad,"94",Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Khan, Achhan in A Girl from Delhi",Nasim Akhtar's kotha,Liminal,Muslim,NA,CREATED,Invented,Garstin Bastion Road,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"4376","6811","3156","3157"
"1282","Manto, Saadat Hasan",A Girl from Delhi,"5249","97","97","2",Nasim Akhtar slunk out of the room.,Nasim Akhtar's kotha in A Girl from Delhi,NA,Narrated,NA,NA,NA,NA,NA,"4380",Mother of Nasim Akhtar,Unknown,Burri bai,"94",Female,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Mother of Nasim Akhtar, Unknown in A Girl from Delhi",Nasim Akhtar's kotha,Liminal,Muslim,NA,CREATED,Invented,Garstin Bastion Road,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"4376","6811","3156","3157"
"1283","Manto, Saadat Hasan",A Girl from Delhi,"5250","97","97","3",‘What is going on?’ she asked the old man.,Roof of the kotha in A Girl from Delhi,NA,Narrated,NA,NA,NA,NA,NA,"4379",Akhtar,Nasim,NA,"94",Female,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Akhtar, Nasim in A Girl from Delhi",Roof of the kotha,Liminal,NA,NA,CREATED,NA,Garstin Bastion Road,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"5251","6811","3156","3157"
"1284","Manto, Saadat Hasan",A Girl from Delhi,"5250","97","97","3",‘What is going on?’ she asked the old man.,Roof of the kotha in A Girl from Delhi,NA,Narrated,NA,NA,NA,NA,NA,"4658",Khan,Achhan,Ustaad,"94",Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Khan, Achhan in A Girl from Delhi",Roof of the kotha,Liminal,NA,NA,CREATED,NA,Garstin Bastion Road,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"5251","6811","3156","3157"
"1285","Manto, Saadat Hasan",A Girl from Delhi,"5253","97","97","4",Your mother was pleased and said it,Nasim Akhtar's kotha in A Girl from Delhi,NA,Told,NA,NA,NA,NA,NA,"4380",Mother of Nasim Akhtar,Unknown,Burri bai,"94",Female,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Mother of Nasim Akhtar, Unknown in A Girl from Delhi",Nasim Akhtar's kotha,Liminal,Muslim,NA,CREATED,Invented,Garstin Bastion Road,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"4376","6811","3156","3157"
"1286","Manto, Saadat Hasan",A Girl from Delhi,"5253","97","97","4",Your mother was pleased and said it,Nasim Akhtar's kotha in A Girl from Delhi,NA,Told,NA,NA,NA,NA,NA,"4675",Men with guns,Unknown,NA,"96",Male,Group.Male-dominant,Unknown,NA,NA,NA,NA,NA,NA,Present,"Men with guns, Unknown in A Girl from Delhi",Nasim Akhtar's kotha,Liminal,Muslim,NA,CREATED,Invented,Garstin Bastion Road,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"4376","6811","3156","3157"
"1287","Manto, Saadat Hasan",A Girl from Delhi,"5254","97","97","5","When I heard that, I slipped out",Nasim Akhtar's kotha in A Girl from Delhi,NA,Told,NA,NA,NA,NA,NA,"4658",Khan,Achhan,Ustaad,"94",Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Khan, Achhan in A Girl from Delhi",Nasim Akhtar's kotha,Liminal,Muslim,NA,CREATED,Invented,Garstin Bastion Road,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"4376","6811","3156","3157"
"1288","Manto, Saadat Hasan",A Girl from Delhi,"5256","97","97","6",‘What should we do?’ Nasim Akhtar asked desperately.,Roof of the kotha in A Girl from Delhi,NA,Narrated,NA,NA,NA,NA,NA,"4379",Akhtar,Nasim,NA,"94",Female,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Akhtar, Nasim in A Girl from Delhi",Roof of the kotha,Liminal,NA,NA,CREATED,NA,Garstin Bastion Road,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"5251","6811","3156","3157"
"1289","Manto, Saadat Hasan",A Girl from Delhi,"5256","97","97","6",‘What should we do?’ Nasim Akhtar asked desperately.,Roof of the kotha in A Girl from Delhi,NA,Narrated,NA,NA,NA,NA,NA,"4658",Khan,Achhan,Ustaad,"94",Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Khan, Achhan in A Girl from Delhi",Roof of the kotha,Liminal,NA,NA,CREATED,NA,Garstin Bastion Road,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"5251","6811","3156","3157"
"1290","Manto, Saadat Hasan",A Girl from Delhi,"5259","97","97","8",They walked a block or two,Delhi in A Girl from Delhi,NA,Told,NA,NA,NA,NA,NA,"4379",Akhtar,Nasim,NA,"94",Female,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Akhtar, Nasim in A Girl from Delhi",Delhi,Geographical reference,NA,NA,TRUE,NA,Delhi,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"4374","3108","3156","3157"
"1291","Manto, Saadat Hasan",A Girl from Delhi,"5259","97","97","8",They walked a block or two,Delhi in A Girl from Delhi,NA,Told,NA,NA,NA,NA,NA,"4658",Khan,Achhan,Ustaad,"94",Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Khan, Achhan in A Girl from Delhi",Delhi,Geographical reference,NA,NA,TRUE,NA,Delhi,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"4374","3108","3156","3157"
"1292","Manto, Saadat Hasan",A Girl from Delhi,"5259","97","97","8",They walked a block or two,Delhi in A Girl from Delhi,NA,Told,NA,NA,NA,NA,NA,"5260",Tonga driver,Unknown,NA,"97",Male,Single,Muslim,NA,NA,NA,NA,NA,NA,Present,"Tonga driver, Unknown in A Girl from Delhi",Delhi,Geographical reference,NA,NA,TRUE,NA,Delhi,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"4374","3108","3156","3157"
"1293","Manto, Saadat Hasan",A Girl from Delhi,"5261","97","97","9","On their way, they saw an army truck",Army truck in A Girl from Delhi,NA,Narrated,NA,NA,NA,NA,NA,"4379",Akhtar,Nasim,NA,"94",Female,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Akhtar, Nasim in A Girl from Delhi",Army truck,Public,Muslim,NA,TRUE,Imported,Garstin Bastion Road,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"5263","6811","3156","3157"
"1294","Manto, Saadat Hasan",A Girl from Delhi,"5261","97","97","9","On their way, they saw an army truck",Army truck in A Girl from Delhi,NA,Narrated,NA,NA,NA,NA,NA,"4658",Khan,Achhan,Ustaad,"94",Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Khan, Achhan in A Girl from Delhi",Army truck,Public,Muslim,NA,TRUE,Imported,Garstin Bastion Road,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"5263","6811","3156","3157"
"1295","Manto, Saadat Hasan",A Girl from Delhi,"5261","97","97","9","On their way, they saw an army truck",Army truck in A Girl from Delhi,NA,Narrated,NA,NA,NA,NA,NA,"5262",Muslim soldiers,Unknown,NA,"97",Male,Group.Male-dominant,Muslim,NA,NA,NA,NA,NA,NA,Present,"Muslim soldiers, Unknown in A Girl from Delhi",Army truck,Public,Muslim,NA,TRUE,Imported,Garstin Bastion Road,NA,India,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"5263","6811","3156","3157"
"1296","Manto, Saadat Hasan",A Girl from Delhi,"5267","97","97","11",They were taken to a refugee camp,Walton refugee camp in A Girl from Delhi,NA,NA,NA,NA,NA,NA,NA,"4379",Akhtar,Nasim,NA,"94",Female,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Akhtar, Nasim in A Girl from Delhi",Walton refugee camp,Liminal,Muslim,Nominal,MAYBE,Imported,Walton Refugee Camp,TRUE,Pakistan,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"4677","6822","3156","3157"
"1297","Manto, Saadat Hasan",A Girl from Delhi,"5267","97","97","11",They were taken to a refugee camp,Walton refugee camp in A Girl from Delhi,NA,NA,NA,NA,NA,NA,NA,"4658",Khan,Achhan,Ustaad,"94",Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Khan, Achhan in A Girl from Delhi",Walton refugee camp,Liminal,Muslim,Nominal,MAYBE,Imported,Walton Refugee Camp,TRUE,Pakistan,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"4677","6822","3156","3157"
"1298","Manto, Saadat Hasan",A Girl from Delhi,"5271","98","98","1","After a few days, the old  man rented a kotha",Hira Mandi in A Girl from Delhi,NA,Narrated,NA,NA,NA,NA,NA,"4658",Khan,Achhan,Ustaad,"94",Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Khan, Achhan in A Girl from Delhi",Hira Mandi,Public,Muslim,Definitional,TRUE,Imported,Hira Mandi,NA,Pakistan,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"4678","5872","3156","3157"
"1299","Manto, Saadat Hasan",A Girl from Delhi,"5272","98","98","2",One day Ustad Achhan Khan said to her,Hira Mandi in A Girl from Delhi,NA,Narrated,NA,NA,NA,NA,NA,"4658",Khan,Achhan,Ustaad,"94",Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Khan, Achhan in A Girl from Delhi",Hira Mandi,Public,Muslim,Definitional,TRUE,Imported,Hira Mandi,NA,Pakistan,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"4678","5872","3156","3157"
"1300","Manto, Saadat Hasan",A Girl from Delhi,"5272","98","98","2",One day Ustad Achhan Khan said to her,Hira Mandi in A Girl from Delhi,NA,Narrated,NA,NA,NA,NA,NA,"4379",Akhtar,Nasim,NA,"94",Female,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Akhtar, Nasim in A Girl from Delhi",Hira Mandi,Public,Muslim,Definitional,TRUE,Imported,Hira Mandi,NA,Pakistan,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"4678","5872","3156","3157"
"1301","Manto, Saadat Hasan",A Girl from Delhi,"5273","98","98","3","But to his surprise, Nasim Akhtar replied",Hira Mandi in A Girl from Delhi,NA,Narrated,NA,NA,NA,NA,Interpersonal,"4379",Akhtar,Nasim,NA,"94",Female,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Akhtar, Nasim in A Girl from Delhi",Hira Mandi,Public,Muslim,Definitional,TRUE,Imported,Hira Mandi,NA,Pakistan,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"4678","5872","3156","3157"
"1302","Manto, Saadat Hasan",A Girl from Delhi,"5273","98","98","3","But to his surprise, Nasim Akhtar replied",Hira Mandi in A Girl from Delhi,NA,Narrated,NA,NA,NA,NA,Interpersonal,"4658",Khan,Achhan,Ustaad,"94",Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Khan, Achhan in A Girl from Delhi",Hira Mandi,Public,Muslim,Definitional,TRUE,Imported,Hira Mandi,NA,Pakistan,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"4678","5872","3156","3157"
"1303","Manto, Saadat Hasan",A Girl from Delhi,"5274","98","98","4","Over the next few days, Ustad Achhan Khan",Hira Mandi in A Girl from Delhi,NA,Narrated,NA,NA,NA,NA,NA,"4658",Khan,Achhan,Ustaad,"94",Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Khan, Achhan in A Girl from Delhi",Hira Mandi,Public,Muslim,Definitional,TRUE,Imported,Hira Mandi,NA,Pakistan,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"4678","5872","3156","3157"
"1304","Manto, Saadat Hasan",A Girl from Delhi,"5274","98","98","4","Over the next few days, Ustad Achhan Khan",Hira Mandi in A Girl from Delhi,NA,Narrated,NA,NA,NA,NA,NA,"4379",Akhtar,Nasim,NA,"94",Female,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Akhtar, Nasim in A Girl from Delhi",Hira Mandi,Public,Muslim,Definitional,TRUE,Imported,Hira Mandi,NA,Pakistan,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"4678","5872","3156","3157"
"1305","Manto, Saadat Hasan",A Girl from Delhi,"5275","98","98","5","One day she said to him, ‘I would like",Hira Mandi in A Girl from Delhi,NA,Narrated,NA,NA,NA,NA,NA,"4379",Akhtar,Nasim,NA,"94",Female,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Akhtar, Nasim in A Girl from Delhi",Hira Mandi,Public,Muslim,Definitional,TRUE,Imported,Hira Mandi,NA,Pakistan,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"4678","5872","3156","3157"
"1306","Manto, Saadat Hasan",A Girl from Delhi,"5275","98","98","5","One day she said to him, ‘I would like",Hira Mandi in A Girl from Delhi,NA,Narrated,NA,NA,NA,NA,NA,"4658",Khan,Achhan,Ustaad,"94",Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Khan, Achhan in A Girl from Delhi",Hira Mandi,Public,Muslim,Definitional,TRUE,Imported,Hira Mandi,NA,Pakistan,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"4678","5872","3156","3157"
"1307","Manto, Saadat Hasan",A Girl from Delhi,"5276","98","98","6",Achhan Khan could not understand what had,Hira Mandi in A Girl from Delhi,NA,Narrated,NA,NA,NA,NA,NA,"4658",Khan,Achhan,Ustaad,"94",Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Khan, Achhan in A Girl from Delhi",Hira Mandi,Public,Muslim,Definitional,TRUE,Imported,Hira Mandi,NA,Pakistan,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"4678","5872","3156","3157"
"1308","Manto, Saadat Hasan",A Girl from Delhi,"5276","98","98","6",Achhan Khan could not understand what had,Hira Mandi in A Girl from Delhi,NA,Narrated,NA,NA,NA,NA,NA,"4379",Akhtar,Nasim,NA,"94",Female,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Akhtar, Nasim in A Girl from Delhi",Hira Mandi,Public,Muslim,Definitional,TRUE,Imported,Hira Mandi,NA,Pakistan,"3168","Manto, Saadat Hasan - Mottled Dawn",Ludhiana,Male,British India,NA,"4678","5872","3156","3157"
